match_id,competition,season,matchday,utc_date,home_team,away_team,model_version,created_at,p_home,p_draw,p_away,pick_1x2,p_over25,pick_ou,pred_home_goals,pred_away_goals,status,home_goals,away_goals,actual_1x2,correct_1x2,actual_ou,correct_ou,correct_score,brier_1x2,logloss_1x2,rps_1x2
564637,PD,2026,1,2026-08-25T19:00:00Z,Valencia CF,Real Betis Balompié,elo-v1,2026-08-16T14:24:23.643273+00:00,0.42288658908626225,0.22598546195780048,0.35112794895593724,H,0.5026178010471204,O,1,1,TIMED,,,,,,,,,,
564631,PD,2026,1,2026-08-26T19:00:00Z,Real Madrid CF,Real Sociedad de Fútbol,dc-v1,2026-08-19T04:55:33.561628+00:00,0.7709606142437011,0.13554066684345867,0.09349871891284028,H,0.7337466838787183,O,2,0,TIMED,,,,,,,,,,
564631,PD,2026,1,2026-08-26T19:00:00Z,Real Madrid CF,Real Sociedad de Fútbol,elo-v1,2026-08-19T04:55:33.573678+00:00,0.7144751861276865,0.11302023882445744,0.1725045750478561,H,0.5038961038961038,O,1,1,TIMED,,,,,,,,,,
564636,PD,2026,1,2026-08-27T18:30:00Z,RC Celta de Vigo,CA Osasuna,dc-v1,2026-08-19T04:55:33.561628+00:00,0.5644450728047337,0.23806709277147076,0.19748783442379547,H,0.4843313173471047,U,1,0,TIMED,,,,,,,,,,
564636,PD,2026,1,2026-08-27T18:30:00Z,RC Celta de Vigo,CA Osasuna,elo-v1,2026-08-19T04:55:33.573678+00:00,0.601249566790804,0.15783871314530676,0.24091172006388925,H,0.5038961038961038,O,1,1,TIMED,,,,,,,,,,
564630,PD,2026,1,2026-08-27T19:00:00Z,FC Barcelona,Athletic Club,dc-v1,2026-08-19T04:55:33.561628+00:00,0.8618860318667536,0.09283684921290843,0.04527711892033798,H,0.7531171792205753,O,3,0,TIMED,,,,,,,,,,
564630,PD,2026,1,2026-08-27T19:00:00Z,FC Barcelona,Athletic Club,elo-v1,2026-08-19T04:55:33.573678+00:00,0.7787609441411605,0.08757379294412396,0.13366526291471556,H,0.5038961038961038,O,1,1,TIMED,,,,,,,,,,
564654,PD,2026,3,2026-08-28T17:00:00Z,Real Racing Club de Santander,Elche CF,dc-v1,2026-08-19T04:55:33.561628+00:00,0.5905846375065125,0.19233253306975948,0.21708282942372795,H,0.7212797021654368,O,2,1,TIMED,,,,,,,,,,
564654,PD,2026,3,2026-08-28T17:00:00Z,Real Racing Club de Santander,Elche CF,elo-v1,2026-08-19T04:55:33.573678+00:00,0.5412931099585406,0.18157147730807766,0.2771354127333817,H,0.5038961038961038,O,1,1,TIMED,,,,,,,,,,
565776,BL1,2026,1,2026-08-28T18:30:00Z,FC Bayern München,VfB Stuttgart,dc-v1,2026-08-19T04:55:35.000172+00:00,0.7469696984821723,0.12904315477089573,0.12398714674693204,H,0.8726198248623969,O,3,1,TIMED,,,,,,,,,,
